year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice
2012,Lexus,ES 350,Base,Sedan,automatic,tn,2.5,8261.0,blue,tan,21900
2013,Chevrolet,Malibu,LT,Sedan,automatic,ca,4.4,44056.0,white,black,13900
2012,Mitsubishi,Outlander Sport,SE,SUV,,pa,4.1,42335.0,gray,black,14600
2011,Ford,F-150,Lariat,SuperCrew,automatic,mn,3.8,33858.0,white,beige,27000
2015,Chevrolet,Tahoe,LT,suv,automatic,nj,2.1,23476.0,white,gray,38800
2014,Ram,1500,SLT,Quad Cab,automatic,ca,3.9,26692.0,red,gray,23500
2014,Nissan,Versa,1.6 SV,Sedan,automatic,ga,3.7,16657.0,blue,black,8800
2011,BMW,5 Series,550i xDrive,Sedan,automatic,wi,4.4,36520.0,gray,black,34000
2013,Jeep,Grand Cherokee,Limited,SUV,automatic,ga,4.3,37640.0,,black,26000
2013,Lexus,RX 350,Base,SUV,automatic,ca,3.7,18333.0,gray,gray,34500
2012,BMW,1 Series,128i,convertible,manual,nj,3.2,32080.0,white,gray,21000
2011,Mercedes-Benz,M-Class,ML350 BlueTEC,SUV,,nj,3.0,42197.0,white,gray,26500
2012,Infiniti,G Coupe,G37,G Coupe,manual,il,3.7,54659.0,black,black,20600
2013,Ford,Edge,SEL,SUV,,ca,4.7,29895.0,silver,gray,22400
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,,nj,3.9,27272.0,white,black,22250
2012,Ford,Fiesta,SE,Sedan,automatic,pa,4.9,27478.0,green,black,10000
2011,BMW,5 Series,528i,Sedan,automatic,ga,2.4,99603.0,gray,black,17300
2013,BMW,3 Series,328i xDrive,sedan,,pa,4.8,22391.0,black,black,24000
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,co,4.0,20564.0,gray,black,16500
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,1.9,32123.0,white,tan,9600
2013,Mercedes-Benz,E-Class,E350 Sport 4MATIC,Sedan,automatic,oh,2.0,23769.0,black,black,27250
2011,Ford,F-250 Super Duty,King Ranch,Crew Cab,automatic,fl,3.3,102021.0,black,brown,31400
2013,Kia,Sportage,LX,SUV,automatic,ga,2.3,49164.0,silver,black,11500
2013,Ford,Fusion,SE,sedan,automatic,mi,4.6,18201.0,white,black,28400
2014,Dodge,Durango,Limited,SUV,,on,5.0,18216.0,black,black,37900
2014,,,,,,on,4.2,14895.0,red,black,17800
2014,Kia,Forte,LX,Sedan,,ga,4.3,25300.0,white,gray,11700
2011,Nissan,Rogue,SV,SUV,automatic,il,4.2,42463.0,white,gray,14000
2012,Suzuki,Kizashi,Sport SLS,Sedan,automatic,nc,3.7,26099.0,blue,tan,11700
2011,Chevrolet,Camaro,1SS,Coupe,automatic,ga,4.8,26640.0,blue,gray,22000
2012,Nissan,Altima,2.5 S,Sedan,,pa,3.8,22953.0,silver,black,11200
2012,Infiniti,G Sedan,G25,G Sedan,automatic,fl,3.7,21734.0,gray,black,18000
2013,Kia,Optima,LX,Sedan,automatic,mn,4.2,12019.0,silver,beige,13800
2014,Kia,Forte,LX,Sedan,automatic,wi,4.5,10930.0,brown,black,14800
2013,Infiniti,G Coupe,G37x,G Coupe,automatic,il,3.9,35981.0,red,black,23200
2014,Ford,Taurus,Limited,Sedan,automatic,fl,4.5,13240.0,,black,21300
2012,Ford,Edge,SEL,suv,automatic,pa,3.4,73356.0,,black,14200
2014,Chevrolet,Malibu,LT,Sedan,automatic,or,2.0,20997.0,silver,black,7400
2013,Dodge,Challenger,SXT,Coupe,automatic,tx,4.3,29759.0,red,black,19800
2012,Nissan,Altima,2.5 S,Sedan,automatic,ne,2.8,34347.0,white,black,11900
2013,Hyundai,Sonata,GLS,Sedan,automatic,tx,4.6,33465.0,black,tan,13300
2012,Ford,Edge,Sport,SUV,automatic,ca,4.4,60399.0,silver,black,23700
2014,Nissan,Versa,1.6 SV,Sedan,automatic,co,3.6,42182.0,silver,black,9800
2015,BMW,X1,xDrive28i,SUV,automatic,nj,4.9,6406.0,,black,33000
2012,Chevrolet,Traverse,LS,suv,automatic,tx,2.9,47713.0,silver,gray,15100
2013,Ford,F-150,King Ranch,supercrew,,tx,4.2,31083.0,black,brown,37200
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,fl,3.1,61325.0,black,gray,11001
2014,Volkswagen,Jetta,SE PZEV,Sedan,automatic,ga,4.7,32557.0,white,black,13500
2013,Dodge,Dart,SXT,Sedan,manual,pa,3.9,28914.0,white,gray,10300
2014,Mazda,CX-5,Touring,SUV,automatic,wi,3.3,41437.0,black,black,18800
2013,Hyundai,Sonata,GLS,Sedan,automatic,fl,4.1,31634.0,,gray,12800
2013,GMC,Sierra 1500,Denali,crew cab,,pa,4.3,29793.0,white,black,36500
2013,Nissan,Altima,2.5,Sedan,,ca,3.7,46350.0,black,gray,11250
2011,Ford,F-150,XLT,SuperCrew,automatic,mn,3.6,70393.0,gold,tan,20000
2012,Chevrolet,Tahoe,LTZ,suv,automatic,tx,4.5,59100.0,black,black,36200
2014,Dodge,Dart,SXT,Sedan,automatic,tx,5.0,9924.0,white,black,13900
2012,BMW,3 Series,328i,Sedan,automatic,ca,4.7,39919.0,gray,beige,22500
2013,Lexus,ES 350,Base,Sedan,,pa,4.5,21387.0,gray,gray,28800
2013,Chevrolet,Traverse,LS,SUV,automatic,ga,4.1,16311.0,white,gray,18800
2011,BMW,X3,xDrive28i,SUV,automatic,wi,4.7,48785.0,black,tan,22750
2012,Toyota,Sienna,Base 7-Passenger,Minivan,automatic,fl,2.5,20280.0,white,beige,14800
2012,Nissan,Altima,2.5 S,Sedan,,pa,3.4,36078.0,,black,10700
2013,BMW,7 Series,750Li,Sedan,automatic,ca,2.5,15717.0,blue,black,50000
2012,Chrysler,200,Touring,sedan,automatic,tx,4.4,48695.0,white,gray,10400
2012,Volkswagen,Jetta,S,Sedan,automatic,ga,3.9,67782.0,silver,black,7600
2014,,,,,,on,4.2,17530.0,gray,black,23600
2012,Nissan,Sentra,2.0 S,Sedan,automatic,ca,3.5,25239.0,black,gray,10500
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,ca,1.9,55235.0,white,black,8000
2015,Kia,Sedona,LX,Minivan,automatic,fl,4.6,10139.0,burgundy,gray,20800
2014,Dodge,Avenger,SE,Sedan,automatic,nc,3.6,30052.0,silver,black,10600
2012,Infiniti,G Sedan,G37x,g sedan,automatic,pa,4.4,12578.0,black,tan,23000
2014,Chevrolet,Malibu,LT,Sedan,,pa,4.2,18295.0,white,black,15800
2012,Chevrolet,Cruze,LS,Sedan,automatic,oh,3.6,45937.0,white,black,9100
2013,Ford,Fusion,SE,Sedan,automatic,il,3.4,62944.0,blue,gray,11300
2012,Nissan,Altima,2.5 S,Sedan,automatic,wa,2.8,42260.0,black,black,10600
2013,Lexus,GS 350,Base,Sedan,automatic,fl,4.6,35737.0,silver,gray,33600
2015,Chrysler,200,S,Sedan,automatic,fl,4.8,19647.0,red,black,17500
2012,Infiniti,G Sedan,G25,G Sedan,automatic,ca,3.9,28121.0,gray,black,18000
2011,Ford,Escape,XLT,SUV,automatic,az,2.1,96188.0,white,gray,8500
2012,Toyota,RAV4,Base,SUV,automatic,oh,4.2,26731.0,silver,gray,16700
2011,Land Rover,Range Rover Sport,HSE,SUV,,pa,4.3,40362.0,blue,brown,37600
2012,Hyundai,Accent,GLS,sedan,manual,ca,3.7,32347.0,white,beige,6600
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,ga,3.6,38970.0,white,gray,13500
2012,Volkswagen,Passat,S PZEV,Sedan,automatic,ca,4.4,10384.0,gray,black,13500
2014,Toyota,Camry,LE,Sedan,automatic,ca,2.8,10827.0,white,gray,13750
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,automatic,oh,3.8,22278.0,black,black,22500
2013,Ford,Explorer,XLT,SUV,automatic,mn,4.5,20569.0,,black,30900
2013,Volkswagen,Eos,Executive SULEV,Convertible,automatic,tx,4.8,19158.0,brown,tan,24800
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,tn,3.2,37574.0,black,beige,18000
2012,Toyota,Tundra,Tundra,Double Cab,automatic,ca,3.4,69034.0,blue,gray,17250
2012,Nissan,Sentra,2.0 SR,sedan,,ca,4.1,18924.0,,gray,10500
2014,Chevrolet,Camaro,LT,Coupe,automatic,tn,4.7,4334.0,gray,black,21800
2013,BMW,X6,xDrive50i,suv,automatic,ca,3.7,40880.0,white,black,41500
2012,Chevrolet,Equinox,LT,SUV,automatic,ga,3.0,82014.0,gray,gray,9900
2013,Chevrolet,Camaro,SS,Coupe,automatic,ne,4.1,45469.0,silver,black,23900
2012,Lincoln,MKZ,Base,Sedan,automatic,il,3.3,27380.0,red,black,15000
2012,Infiniti,M,M37x,Sedan,automatic,fl,4.3,35331.0,gray,black,26600
2013,Chevrolet,Impala,LTZ,Sedan,automatic,pa,3.6,35949.0,black,black,12700
2013,Dodge,Charger,SE,Sedan,automatic,ca,2.9,27646.0,white,black,17000
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,2.8,44946.0,black,black,11200
2013,GMC,Acadia,Denali,SUV,automatic,il,4.0,35568.0,red,gray,32000
2012,Honda,Accord,EX-L V-6,Sedan,automatic,nj,3.8,16177.0,white,tan,17900
2012,Toyota,RAV4,Limited,suv,automatic,pa,4.9,28255.0,brown,beige,20200
2012,Ford,Fusion,SE,Sedan,automatic,ga,3.5,84283.0,,black,9200
2013,Toyota,FJ Cruiser,Base,SUV,automatic,fl,4.9,21364.0,white,black,26800
2014,Chrysler,Town and Country,Touring,Minivan,automatic,il,4.2,41945.0,red,black,17900
2013,Ford,Escape,SE,SUV,automatic,ny,2.6,23266.0,red,black,17200
2013,Ford,Expedition,EL XLT,SUV,automatic,fl,4.1,43874.0,,tan,25800
2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,tn,3.6,21242.0,gray,gray,33000
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wa,4.5,27160.0,white,black,19900
2012,Nissan,Rogue,SV,SUV,automatic,pa,4.5,29809.0,red,black,14000
2014,Ford,Escape,Titanium,SUV,automatic,tn,4.7,46865.0,,tan,19300
2012,Hyundai,Genesis,3.8,Sedan,automatic,ga,3.2,56757.0,silver,black,16200
2011,Chevrolet,Malibu,LT1,sedan,automatic,fl,4.4,52622.0,brown,black,10200
2011,Dodge,Durango,Citadel,suv,automatic,fl,4.1,75164.0,black,black,23600
2011,Infiniti,G Convertible,G37,G Convertible,automatic,fl,4.4,29242.0,black,black,28000
2012,Nissan,Altima,2.5 S,Sedan,automatic,oh,4.1,25494.0,black,black,13300
2013,Nissan,Sentra,SV,Sedan,automatic,mo,3.9,23312.0,black,gray,11400
2012,Volkswagen,Passat,SE PZEV,Sedan,,pa,2.9,36799.0,gray,black,13400
2013,Hyundai,Elantra,Limited,Sedan,automatic,mo,2.1,18844.0,blue,gray,12900
2015,BMW,3 Series,320i xDrive,Sedan,,oh,4.7,1390.0,black,black,30500
2013,Toyota,Corolla,LE,Sedan,automatic,ga,3.7,37938.0,black,gray,11700
2011,Chevrolet,Traverse,LT2,SUV,automatic,tn,3.8,64715.0,white,,19250
2013,Chevrolet,Spark,1LT,hatchback,automatic,in,2.6,51748.0,blue,black,6600
2012,Chevrolet,Camaro,LT,coupe,automatic,ga,2.0,106209.0,yellow,black,16400
2014,BMW,5 Series Gran Turismo,535i xDrive,Hatchback,automatic,nj,4.6,4131.0,black,black,56500
2012,Dodge,Grand Caravan,American Value Package,Minivan,automatic,pa,4.4,87238.0,white,black,7700
2012,Nissan,Leaf,SL,hatchback,automatic,ca,2.7,27903.0,black,beige,8400
2014,Volkswagen,Jetta,S,Sedan,automatic,ca,2.9,30159.0,gray,black,9600
2012,Infiniti,G Sedan,G25x,G Sedan,automatic,nj,4.3,19883.0,gray,black,19400
2013,Dodge,Dart,SE,sedan,automatic,tn,3.7,38780.0,black,black,9100
2013,Infiniti,G Sedan,G37 Journey,G Sedan,manual,fl,2.9,10481.0,black,black,23600
2012,Lincoln,MKZ,Base,Sedan,automatic,fl,3.8,31474.0,,black,15200
2012,Ford,Escape,Limited,suv,automatic,co,4.2,29082.0,gray,black,21000
2011,Ford,Fusion,SPORT,Sedan,automatic,ga,3.7,69145.0,black,black,9500
2012,Mazda,Mazda6,i Sport,Sedan,automatic,pa,4.6,41163.0,black,black,10200
2012,Lincoln,MKZ,Base,Sedan,automatic,tn,4.6,29965.0,,black,17500
2013,Mitsubishi,Lancer,ES,Sedan,automatic,tx,4.5,18070.0,white,black,10200
2014,Chrysler,200,LX,Sedan,automatic,in,3.8,25523.0,blue,black,11000
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,mi,5.0,20912.0,silver,black,30400
2014,Ford,F-250 Super Duty,XL,regular cab,,pa,5.0,3927.0,white,gray,27500
2014,Ford,Mustang,V6,Coupe,automatic,nv,4.4,33498.0,red,beige,18400
2014,Nissan,Altima,2.5 S,Sedan,automatic,mo,3.9,15585.0,gray,black,14400
2013,Nissan,Sentra,SR,sedan,automatic,tx,2.6,56372.0,,black,7800
2013,Ford,Escape,SE,SUV,automatic,ca,4.4,17911.0,black,beige,16700
2012,mitsubishi,galant,fe,,automatic,ga,3.6,58664.0,white,,8400
2011,toyota,camry,4c le,,automatic,il,2.7,77718.0,blue,beige,9500
2014,Lincoln,MKZ,Base,Sedan,,pa,4.6,2829.0,red,tan,29000
2012,Lexus,RX 350,Base,SUV,automatic,fl,3.7,43208.0,gray,beige,27700
2015,Kia,Sorento,LX,suv,automatic,fl,4.4,10302.0,white,black,20500
2012,Nissan,Rogue,S,SUV,automatic,pa,4.7,29371.0,blue,black,11800
2013,Toyota,Corolla,S Special Edition,Sedan,,on,3.6,61075.0,silver,gray,11000
2013,BMW,X1,sDrive28i,SUV,automatic,ca,3.9,31529.0,white,black,22750
2013,Lexus,ES 350,Base,sedan,automatic,fl,4.2,39254.0,gold,beige,25800
2013,Toyota,Camry,LE,sedan,automatic,nc,3.7,53005.0,silver,gray,11800
2014,Nissan,Rogue,SV,SUV,automatic,ga,3.6,6708.0,red,black,19200
2014,Chevrolet,Malibu,LT,Sedan,automatic,fl,4.0,23043.0,silver,black,13800
2013,Infiniti,M,M37x,Sedan,automatic,tn,4.3,21386.0,black,black,35400
2014,Chevrolet,Impala,LT,Sedan,automatic,mi,4.0,29774.0,black,black,17300
2014,Ford,Escape,Titanium,SUV,automatic,tx,3.3,29047.0,red,gray,21500
2013,BMW,3 Series,328i xDrive,Sedan,automatic,co,2.7,41380.0,red,black,23600
2011,GMC,Acadia,SLT-2,suv,automatic,pa,4.1,86594.0,red,gray,19200
2013,Nissan,Armada,SV,SUV,automatic,nv,3.5,54825.0,gray,black,22750
2012,Nissan,Sentra,2.0,sedan,automatic,tx,2.5,40656.0,,gray,7200
2012,Nissan,Altima,2.5,Sedan,automatic,ga,3.8,69314.0,red,black,7600
2012,Chrysler,300,SRT8,Sedan,automatic,az,3.5,34557.0,gray,black,30700
2013,Ford,Focus,SE,Hatchback,automatic,or,4.1,45554.0,silver,black,10900
2013,Nissan,Frontier,SV,Crew Cab,,pa,4.2,36260.0,white,black,20700
2014,Chrysler,Town and Country,Touring,Minivan,automatic,nv,4.2,40166.0,white,black,17500
2011,Dodge,Charger,Base,Sedan,automatic,ga,2.9,74614.0,gray,black,14000
2012,Ford,Fusion,SE,sedan,automatic,nj,2.8,27012.0,white,tan,10900
2011,Dodge,Nitro,SE Fleet,SUV,automatic,hi,4.1,43208.0,white,gray,11250
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,3.7,17045.0,black,black,24000
2013,Ford,Edge,SEL,SUV,automatic,tn,4.2,10751.0,brown,beige,24100
2012,Nissan,Leaf,SL,Hatchback,automatic,wa,4.1,8345.0,black,beige,11400
2012,Honda,Accord,EX,Sedan,automatic,tn,4.1,33484.0,gray,gray,14800
2012,Acura,RDX,Base,suv,automatic,ca,4.4,82874.0,white,beige,17000
2014,Ford,Escape,Titanium,SUV,automatic,tx,4.1,41652.0,silver,gray,19900
2014,Chrysler,Town and Country,Touring,Minivan,automatic,wa,2.0,19412.0,black,black,18000
2015,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,tn,4.3,20410.0,white,black,30000
2011,Nissan,Rogue,SV,SUV,automatic,ca,4.5,28087.0,white,gray,17000
2013,Hyundai,Tucson,GLS,suv,automatic,ga,4.7,43065.0,red,gray,15000
2011,Toyota,RAV4,Base,SUV,automatic,mn,3.2,88012.0,blue,gray,11500
2014,Chrysler,300,S,sedan,,on,4.9,39659.0,black,black,23700
2012,Nissan,Maxima,3.5 S,Sedan,automatic,nj,2.7,55526.0,white,black,13300
2012,Chevrolet,Malibu,LT,Sedan,automatic,va,2.6,71654.0,white,black,6400
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,fl,4.2,28319.0,,black,15900
2014,Toyota,Camry,SE,Sedan,,co,3.9,15098.0,black,black,16500
2011,Hyundai,Sonata,GLS,Sedan,automatic,nc,2.9,82374.0,blue,gray,8900
2013,Nissan,Rogue,S,SUV,automatic,tn,4.0,35139.0,black,gray,13700
2013,Kia,Sportage,EX,SUV,automatic,va,4.0,12263.0,red,black,21900
2013,Chrysler,Town and Country,Touring,minivan,automatic,fl,3.6,62552.0,gray,black,13550
2013,Ford,Mustang,GT,Coupe,automatic,ca,1.9,51499.0,silver,black,20400
2012,Dodge,Challenger,SXT,Coupe,automatic,il,3.3,11825.0,black,black,20100
2012,Chrysler,200,LX,sedan,automatic,tn,1.9,64554.0,gray,black,5700
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,ca,4.1,23551.0,black,gray,31500
2014,Chrysler,Town and Country,Touring,Minivan,automatic,il,4.0,26889.0,white,black,19000
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,mi,4.3,15313.0,gray,black,31400
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,,ga,5.0,60648.0,,,46000
2013,Ford,Escape,SEL,SUV,automatic,il,3.7,57025.0,brown,brown,16200
2014,Nissan,Altima,2.5 S,sedan,,pa,3.7,14717.0,white,beige,16100
2014,Chevrolet,Suburban,LTZ 1500,SUV,automatic,fl,4.9,44058.0,white,black,37600
2011,Ford,Escape,XLT,SUV,automatic,mn,2.8,61026.0,,tan,11000
2013,Ford,Fusion,Titanium,sedan,automatic,mi,4.0,17905.0,white,black,17800
2012,Acura,TSX,Base,Sedan,,pa,2.4,46514.0,black,black,15500
2012,Jeep,Grand Cherokee,Overland,suv,automatic,mo,4.4,55445.0,black,beige,29200
2013,Ford,Taurus,SHO,Sedan,automatic,mi,5.0,20934.0,white,black,23500
2013,Kia,Soul,+,Wagon,automatic,oh,4.6,52655.0,red,black,11200
2012,Ford,Explorer,XLT,SUV,automatic,pa,4.4,48792.0,black,gray,22600
2012,Jeep,Grand Cherokee,SRT8,SUV,,pa,4.2,37548.0,black,black,43500
2012,Nissan,Altima,2.5 S,Sedan,,pa,3.2,50340.0,white,beige,9900
2013,Hyundai,Accent,GLS,sedan,automatic,tn,4.4,30254.0,blue,gray,10500
2012,BMW,3 Series,335is,Convertible,automatic,oh,4.4,15947.0,white,,38750
2012,Nissan,Rogue,S,suv,automatic,fl,3.1,38642.0,white,black,12000
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,ca,3.8,46628.0,red,black,17250
2014,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,tn,5.0,9366.0,,black,27700
2011,BMW,X5,xDrive35i,SUV,automatic,ca,2.6,48205.0,gray,black,23000
2012,Chevrolet,Malibu,LS,Sedan,,pa,4.3,31237.0,silver,gray,11400
2014,Ford,Mustang,GT,Coupe,automatic,tx,4.2,18007.0,,black,23700
2012,Nissan,Murano,SL,suv,,fl,2.3,22503.0,burgundy,tan,17400
2014,Ford,Fiesta,SE,Hatchback,automatic,mo,4.6,34919.0,,gray,10300
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,ga,2.9,63975.0,gray,black,10400
2013,Chevrolet,Malibu,LS,sedan,automatic,mi,4.9,12085.0,beige,gray,13900
2012,Toyota,RAV4,Sport,SUV,automatic,wa,4.3,25425.0,gray,black,21000
2013,Nissan,Altima,2.5,Sedan,automatic,ma,3.5,50155.0,gray,black,11900
2012,Infiniti,M,M37,sedan,automatic,ca,3.5,30355.0,gray,black,26250
2011,Ford,Focus,S,sedan,automatic,fl,4.2,52497.0,blue,beige,7600
2012,Toyota,Camry,L,Sedan,automatic,md,3.9,31160.0,green,gray,12600
2011,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,automatic,pa,3.7,59516.0,silver,black,16800
2011,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,ca,3.9,44027.0,gray,gray,16750
2012,Buick,LaCrosse,Premium III Group,Sedan,,pa,4.4,25132.0,white,gray,19600
2014,GMC,Sierra 2500HD,SLE,Crew Cab,automatic,mi,4.2,18569.0,white,black,37800
2012,Toyota,RAV4,Base,SUV,automatic,md,2.2,34312.0,blue,gray,13900
2012,Lincoln,MKZ,Base,Sedan,automatic,pa,4.4,20485.0,white,beige,17100
2011,Subaru,Forester,2.5X Premium,SUV,,pa,2.1,25804.0,white,gray,14800
2013,BMW,5 Series,528i,Sedan,automatic,fl,3.6,15292.0,beige,beige,30200
2012,Toyota,Camry,SE,Sedan,automatic,nj,3.7,22952.0,black,black,14900
2015,Chrysler,200,Limited,Sedan,automatic,pa,5.0,3377.0,gray,beige,17000
2014,Toyota,Camry,SE,sedan,automatic,co,3.6,31085.0,red,black,15100
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.9,29799.0,gray,gray,19750
2013,Dodge,Durango,Crew,SUV,automatic,pa,3.2,42129.0,gray,black,24500
2014,Ford,Fusion,SE,Sedan,automatic,mn,2.8,20323.0,,black,14300
2014,Ford,Escape,SE,SUV,automatic,tn,4.5,34762.0,black,gray,17200
2011,Scion,xD,Base,Hatchback,automatic,ca,4.2,6579.0,purple,black,11700
2014,Toyota,Corolla,LE,Sedan,automatic,sc,2.7,33411.0,black,gray,12800
2012,Infiniti,M,M37,Sedan,automatic,ga,3.4,27091.0,black,beige,26700
2012,Nissan,Altima,2.5 S,sedan,automatic,fl,3.3,17662.0,blue,black,12000
2011,Dodge,Challenger,R/T,coupe,automatic,nj,4.0,63392.0,orange,black,18600
2013,Ram,1500,SLT,crew cab,automatic,in,4.5,19668.0,brown,gray,28800
2015,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,fl,4.6,14393.0,silver,gray,39300
2012,Ford,Fusion,SE,Sedan,automatic,oh,4.4,37501.0,white,gray,12700
2014,Dodge,Challenger,SXT,Coupe,automatic,il,3.4,31018.0,black,gray,18400
2013,Chrysler,200,Touring,Sedan,automatic,fl,3.4,40327.0,gray,black,11000
2012,Jeep,Wrangler,Sahara,SUV,manual,md,3.8,51695.0,black,gray,19800
2013,Ford,Fiesta,SE,Hatchback,automatic,mi,4.5,22689.0,gray,black,10700
2012,Lincoln,Navigator,Base,SUV,automatic,ny,2.8,30248.0,off-white,black,29100
2012,Nissan,Altima,2.5 S,Sedan,automatic,tn,3.8,9565.0,black,black,12000
2014,Chrysler,200,LX,Sedan,automatic,nc,3.6,35677.0,burgundy,black,9200
2011,Chevrolet,Traverse,LTZ,SUV,automatic,wi,2.8,103737.0,silver,gray,13900
2014,Jeep,Patriot,Latitude,suv,automatic,in,4.9,16279.0,silver,black,15000
2012,Nissan,Xterra,Pro-4X,suv,automatic,nj,2.4,39985.0,burgundy,black,16100
2014,Ford,Focus,SE,Sedan,automatic,ca,3.5,3696.0,gray,black,13500
2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,,pa,3.7,37897.0,,black,26500
2014,Ford,Mustang,V6,Coupe,automatic,tx,4.9,37237.0,white,black,17900
2014,Chrysler,Town and Country,Touring,Minivan,automatic,fl,3.8,39288.0,gold,beige,18000
2014,Hyundai,Veloster,Base,hatchback,manual,pa,4.7,3125.0,black,gray,15200
2014,Ford,Focus,Titanium,Hatchback,automatic,fl,3.6,23079.0,red,black,12100
2012,Nissan,Rogue,S,suv,,pa,2.7,55286.0,silver,black,11400
2012,Nissan,Sentra,2.0 S,Sedan,automatic,ga,2.7,66710.0,black,gray,9000
2013,Mercedes-Benz,C-Class,C250,Coupe,,tn,3.5,19728.0,,black,24000
2014,Hyundai,Sonata,GLS,sedan,automatic,fl,4.4,11055.0,black,gray,14000
2012,Nissan,Altima,2.5,Sedan,automatic,tx,4.3,38318.0,silver,black,12200
2014,Ford,Taurus,Limited,Sedan,automatic,fl,4.7,18762.0,,black,21700
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,tx,4.0,46782.0,blue,black,18800
2012,Honda,Insight,Base,Hatchback,automatic,mo,2.2,36886.0,red,gray,8500
2014,Toyota,Yaris,L,Hatchback,automatic,pr,4.2,7557.0,gray,gray,11100
2013,Lincoln,MKX,Base,suv,automatic,mi,4.9,23917.0,black,black,31500
2012,Scion,xB,Base,Wagon,automatic,ca,3.7,24242.0,black,black,12250
2013,Honda,Civic,EX-L,Sedan,automatic,ga,3.8,26410.0,gray,gray,15500
2012,Land Rover,Range Rover Evoque,Pure,SUV,automatic,va,4.8,40742.0,red,red,36700
2013,Honda,Civic,Si,Sedan,manual,ga,3.1,20797.0,black,black,16600
2013,Dodge,Journey,SXT,SUV,automatic,az,3.7,37942.0,black,black,16500
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,3.5,40295.0,red,beige,13000
2014,Chevrolet,Cruze,1LT,Sedan,automatic,ga,2.0,25924.0,black,black,10500
2012,Honda,Civic,LX,Coupe,automatic,pa,2.5,47888.0,gray,gray,9400
2012,BMW,6 Series,640i,Coupe,,ga,4.3,37229.0,black,black,44000
2012,Honda,Accord,LX,sedan,automatic,pa,3.7,30750.0,gray,gray,12100
2013,Volkswagen,Beetle,R-Line,Hatchback,automatic,ga,5.0,7890.0,white,beige,18000
2014,Honda,Civic,LX,Sedan,automatic,fl,2.0,19182.0,black,gray,13000
2012,Ford,Escape,XLT,SUV,automatic,ca,2.6,30132.0,black,black,12900
2012,Nissan,Xterra,S,SUV,,nc,3.9,48218.0,silver,gray,15200
2012,Infiniti,G Coupe,IPL,G Coupe,automatic,co,3.1,33231.0,,red,25800
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,fl,3.5,26853.0,gray,black,18200
2013,Jeep,Wrangler,Sport,SUV,automatic,fl,4.7,29741.0,blue,black,21400
2011,BMW,X3,xDrive35i,SUV,automatic,fl,5.0,22411.0,silver,black,30000
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,mo,3.0,40978.0,gray,beige,16700
2014,Kia,Soul,+,Wagon,automatic,tx,5.0,17192.0,gray,black,13800
2012,Nissan,Leaf,SL,hatchback,automatic,ca,3.6,32281.0,black,beige,7500
2012,BMW,5 Series,528i xDrive,sedan,automatic,nj,4.2,36003.0,gray,black,25250
2012,Volkswagen,Jetta,SE PZEV,sedan,automatic,nj,2.3,32638.0,,beige,8600
2011,Volkswagen,Jetta SportWagen,TDI,Wagon,automatic,ca,3.8,84849.0,silver,black,12750
2014,BMW,X3,xDrive28i,SUV,automatic,oh,4.7,5793.0,black,black,40000
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,ca,2.4,80429.0,black,black,8300
2013,Mitsubishi,Outlander,SE,SUV,automatic,ga,4.1,45335.0,silver,black,13400
2012,Nissan,Versa,1.6 S,sedan,,wi,2.3,48200.0,silver,black,6500
2012,Hyundai,Elantra,Limited,Sedan,automatic,ca,3.7,24110.0,gray,gray,14300
2013,Nissan,Altima,2.5,Sedan,automatic,il,2.7,53512.0,white,black,11900
